ID Dataset;Area del Conocimiento;Categoría;Red Institucional;Tipo de Lugar de Trabajo;Provincia laboral;Rango de Edad;Género
2020-18985;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;50 a 59;Hombres
2020-21200;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;Hasta 39;Hombres
2020-21315;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;40 a 49;Hombres
2020-17523;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Otros;Río Negro;40 a 49;Hombres
2020-21055;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-17948;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-18081;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;50 a 59;Hombres
2020-18999;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;Hasta 39;Hombres
2020-23038;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-19273;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-19795;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-22706;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-21196;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-21790;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Hombres
2020-18252;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Mendoza;40 a 49;Hombres
2020-19277;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Mendoza;Hasta 39;Hombres
2020-21273;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Mendoza;Hasta 39;Hombres
2020-22368;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Mendoza;Hasta 39;Hombres
2020-16095;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-16764;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;50 a 59;Hombres
2020-17284;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-17538;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18020;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18181;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18504;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18575;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18617;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-18879;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;Hasta 39;Hombres
2020-18997;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-19023;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-19291;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;Hasta 39;Hombres
2020-23475;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-20265;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-21263;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-24140;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Hombres
2020-17214;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Hombres
2020-17326;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Hombres
2020-19985;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Hombres
2020-21162;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Hombres
2020-22116;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Tucumán;Hasta 39;Hombres
2020-18464;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;40 a 49;Hombres
2020-18766;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;40 a 49;Hombres
2020-19772;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;40 a 49;Hombres
2020-19952;KA - Ciencias Agrarias, de la Ingeniería y de Materiales;Inv. Adjunto;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;40 a 49;Hombres
